,carat,cut,cut_ord,color,clarity,clarity_ord,price
21059,1.38,Premium,4,H,VS1,4,7233
21060,1.02,Ideal,5,J,VS2,5,4485
21061,0.5,Very Good,3,G,SI1,3,1187
21062,0.71,Premium,4,E,SI1,3,2552
21063,1.3,Ideal,5,E,IF,8,15874
21064,1.7,Fair,1,H,SI2,2,9682
21065,0.7,Premium,4,D,IF,8,5027
21066,0.31,Ideal,5,E,VS2,5,872
21067,0.3,Ideal,5,G,IF,8,863
21068,1.05,Premium,4,J,SI2,2,3457
21069,1.18,Premium,4,G,VVS2,6,9366
21070,0.51,Very Good,3,E,SI1,3,1305
21071,1.67,Ideal,5,H,VS1,4,13887
21072,1,Premium,4,F,VS2,5,6154
21073,0.51,Premium,4,E,VS2,5,1781
21074,0.53,Ideal,5,G,VVS1,7,2005
21075,1.09,Ideal,5,F,SI1,3,5816
21076,0.38,Ideal,5,E,VS1,4,924
21077,0.9,Premium,4,D,SI1,3,4407
21078,1.06,Ideal,5,G,VS2,5,7160
21079,0.3,Ideal,5,D,VVS2,6,814
21080,1.1,Good,2,H,SI1,3,5131
21081,0.52,Ideal,5,G,VVS1,7,1829
21082,0.74,Premium,4,G,SI1,3,2447
21083,1.01,Premium,4,F,SI1,3,5202
21084,1.01,Fair,1,D,SI1,3,4276
21085,0.9,Fair,1,H,SI2,2,2376
21086,0.3,Premium,4,H,VVS1,7,878
21087,1,Very Good,3,F,SI1,3,4798
21088,1.1,Very Good,3,G,VS2,5,6369
21089,1.01,Ideal,5,F,SI1,3,5274
21090,0.32,Ideal,5,E,VS2,5,900
21091,0.33,Premium,4,G,VS2,5,743
21092,0.34,Ideal,5,H,VVS1,7,995
21093,1.61,Ideal,5,F,VS1,4,17414
21094,1.01,Very Good,3,F,SI1,3,5174
21095,0.31,Ideal,5,J,VS1,4,424
21096,0.4,Ideal,5,F,VVS1,7,1263
21097,0.32,Premium,4,G,SI1,3,477
21098,0.41,Ideal,5,G,VS1,4,961
21099,1.05,Premium,4,G,VS1,4,7644
21100,0.25,Ideal,5,E,VS2,5,535
21101,0.35,Good,2,F,SI1,3,583
21102,0.83,Very Good,3,I,VS1,4,2788
21103,1.27,Ideal,5,J,VS2,5,5285
21104,1.01,Good,2,H,SI2,2,3959
21105,0.33,Premium,4,E,VS2,5,928
21106,0.33,Ideal,5,D,VS2,5,1002
21107,0.23,Very Good,3,F,VVS2,6,505
21108,0.5,Ideal,5,E,VVS2,6,2165
21109,1.01,Ideal,5,G,SI1,3,5387
21110,0.32,Very Good,3,I,VVS1,7,589
21111,0.3,Good,2,H,VVS2,6,605
21112,0.5,Ideal,5,F,VS2,5,1632
21113,1,Very Good,3,G,SI1,3,4295
21114,2.06,Good,2,I,VS2,5,15046
21115,1.28,Very Good,3,G,VVS2,6,11478
21116,1.58,Ideal,5,I,SI1,3,11110
21117,1.51,Premium,4,F,VS2,5,14683
21118,0.36,Premium,4,E,VS1,4,727
21119,0.32,Premium,4,G,SI1,3,612
21120,1.02,Very Good,3,H,SI1,3,4703
21121,0.37,Premium,4,D,VVS1,7,1142
21122,0.6,Fair,1,G,VVS2,6,2167
21123,0.3,Very Good,3,J,SI1,3,351
21124,0.3,Ideal,5,F,SI1,3,609
21125,1.4,Premium,4,H,SI1,3,8223
21126,0.23,Very Good,3,F,VVS1,7,525
21127,1.26,Premium,4,I,SI1,3,5292
21128,0.53,Good,2,E,VVS2,6,2582
21129,0.9,Good,2,J,VS2,5,2822
21130,0.41,Very Good,3,E,VS1,4,1079
21131,1.05,Ideal,5,G,VS1,4,7523
21132,1.5,Premium,4,F,SI2,2,7056
21133,0.38,Ideal,5,G,VVS2,6,943
21134,0.5,Ideal,5,D,SI1,3,1610
21135,0.3,Ideal,5,D,VS2,5,606
21136,0.38,Good,2,E,IF,8,1318
21137,1.21,Ideal,5,H,VVS1,7,8286
21138,0.32,Very Good,3,F,VVS2,6,721
21139,1.15,Ideal,5,H,SI2,2,4870
21140,0.3,Premium,4,E,VS2,5,658
21141,0.41,Ideal,5,F,VS2,5,863
21142,1.31,Premium,4,G,VS2,5,8818
21143,0.52,Good,2,F,VS1,4,1419
21144,0.3,Ideal,5,G,SI1,3,432
21145,1.08,Good,2,J,SI2,2,3742
21146,0.39,Ideal,5,F,VS2,5,828
21147,0.3,Very Good,3,G,VS1,4,565
21148,0.4,Ideal,5,F,SI2,2,597
21149,1.59,Premium,4,E,VS2,5,15111
21150,0.36,Ideal,5,I,VS2,5,505
21151,1.14,Ideal,5,E,SI2,2,5005
21152,0.76,Good,2,G,SI1,3,2447
21153,2.01,Ideal,5,G,VS2,5,18607
21154,0.7,Ideal,5,F,VS2,5,3011
21155,1.16,Ideal,5,F,VVS1,7,13595
21156,0.71,Premium,4,F,SI2,2,2275
21157,1.23,Ideal,5,J,VS2,5,4986
21158,0.28,Ideal,5,I,VS1,4,448
21159,1.5,Premium,4,F,SI2,2,9408
21160,1.11,Very Good,3,J,VS2,5,4283
21161,1.02,Ideal,5,D,SI1,3,4798
21162,1.51,Premium,4,F,VS2,5,13945
21163,0.29,Ideal,5,G,IF,8,673
21164,0.9,Premium,4,H,SI2,2,3326
21165,0.7,Fair,1,F,I1,1,945
21166,1.51,Premium,4,I,VS2,5,9301
21167,0.3,Very Good,3,G,VS2,5,484
21168,0.9,Fair,1,D,VS2,5,4277
21169,1.06,Ideal,5,G,VS2,5,6411
21170,2.48,Very Good,3,H,SI1,3,17893
21171,0.78,Very Good,3,F,SI2,2,2477
21172,0.84,Premium,4,E,VS2,5,3591
21173,0.92,Ideal,5,H,SI1,3,4325
21174,2.55,Premium,4,I,VS1,4,18766
21175,0.5,Fair,1,E,VS2,5,1188
21176,0.32,Ideal,5,G,VS2,5,720
21177,0.38,Premium,4,D,SI1,3,941
21178,2.02,Very Good,3,H,SI2,2,15064
21179,0.37,Ideal,5,F,SI1,3,616
21180,0.41,Premium,4,J,VS1,4,647
21181,0.31,Very Good,3,D,SI1,3,571
21182,2.39,Premium,4,H,SI1,3,16687
21183,0.51,Very Good,3,E,VS1,4,1697
21184,0.43,Premium,4,E,VS2,5,1048
21185,0.53,Ideal,5,G,VVS2,6,1797
21186,1.01,Very Good,3,E,VVS1,7,10760
21187,0.32,Ideal,5,F,IF,8,1080
21188,0.59,Premium,4,E,VS2,5,1883
21189,0.83,Ideal,5,F,SI1,3,3254
21190,0.26,Very Good,3,F,VVS1,7,597
21191,1.04,Premium,4,G,IF,8,8813
21192,1,Premium,4,I,VS2,5,3918
21193,2.08,Ideal,5,G,SI2,2,18124
21194,0.34,Premium,4,G,VVS1,7,1122
21195,0.3,Ideal,5,I,VS1,4,491
21196,0.54,Very Good,3,D,SI1,3,1650
21197,1.5,Very Good,3,I,VS2,5,9804
21198,1.01,Good,2,J,VS2,5,3555
21199,0.54,Ideal,5,D,VS2,5,2307
21200,1.74,Ideal,5,H,VS2,5,13761
21201,1.01,Ideal,5,F,SI2,2,5020
21202,1,Fair,1,G,SI1,3,3965
21203,0.6,Ideal,5,G,VS1,4,2147
21204,1.7,Premium,4,H,SI2,2,8263
21205,0.33,Ideal,5,F,VVS1,7,829
21206,0.71,Good,2,D,VS1,4,3690
21207,0.4,Ideal,5,D,VS1,4,1043
21208,0.32,Ideal,5,G,VS1,4,773
21209,0.35,Ideal,5,G,IF,8,1116
21210,0.55,Ideal,5,F,SI2,2,1256
21211,0.3,Premium,4,D,VS2,5,911
21212,0.3,Ideal,5,G,IF,8,895
21213,0.31,Very Good,3,H,VVS2,6,625
21214,0.37,Ideal,5,E,VVS2,6,1162
21215,1.04,Very Good,3,E,VVS2,6,8748
21216,0.73,Very Good,3,F,SI1,3,2675
21217,0.33,Very Good,3,G,SI1,3,631
21218,1.6,Premium,4,H,SI2,2,9229
21219,0.82,Premium,4,G,SI1,3,2893
21220,0.33,Ideal,5,E,VS1,4,850
21221,1,Good,2,D,VS1,4,6250
21222,0.42,Ideal,5,G,VVS1,7,1179
21223,1.51,Very Good,3,J,SI1,3,7544
21224,0.31,Ideal,5,H,VVS2,6,625
21225,0.39,Ideal,5,F,SI1,3,919
21226,0.41,Ideal,5,F,VS1,4,1007
21227,1.2,Very Good,3,F,VS2,5,8829
21228,0.5,Premium,4,D,VS2,5,1758
21229,0.71,Good,2,I,VS1,4,2239
21230,1.37,Very Good,3,I,SI2,2,5834
21231,0.61,Premium,4,F,VVS2,6,2392
21232,0.81,Ideal,5,J,VS1,4,2626
21233,1.01,Premium,4,J,I1,1,2602
21234,0.71,Premium,4,D,SI2,2,2368
21235,1.05,Premium,4,E,SI2,2,4139
21236,0.3,Ideal,5,I,VS1,4,473
21237,0.3,Ideal,5,E,SI1,3,499
21238,1.12,Premium,4,I,VS2,5,5027
21239,0.36,Ideal,5,E,VS2,5,742
21240,1.22,Premium,4,D,SI2,2,6969
21241,0.77,Ideal,5,I,SI2,2,2425
21242,1.14,Premium,4,H,VS2,5,5986
21243,1.23,Good,2,H,SI2,2,5412
21244,0.31,Ideal,5,H,VVS2,6,625
21245,0.5,Good,2,F,SI1,3,1043
21246,1.16,Ideal,5,D,SI1,3,5805
21247,0.42,Ideal,5,E,SI1,3,931
21248,0.36,Premium,4,H,VS2,5,729
21249,1.5,Ideal,5,G,VS2,5,13135
21250,0.33,Very Good,3,D,SI2,2,631
21251,0.7,Ideal,5,G,SI1,3,2394
21252,0.5,Premium,4,F,VS2,5,1433
21253,0.73,Premium,4,G,SI1,3,2163
21254,0.41,Premium,4,D,VVS2,6,1295
21255,1.01,Ideal,5,G,VS2,5,6019
21256,1.04,Very Good,3,G,VS1,4,6814
21257,0.39,Premium,4,F,VVS1,7,1290
21258,0.41,Ideal,5,D,VS1,4,1230
21259,0.38,Ideal,5,E,SI1,3,660
21260,1.32,Premium,4,I,SI1,3,6171
21261,1.07,Ideal,5,J,VS2,5,4686
21262,0.59,Very Good,3,F,VVS2,6,2302
21263,0.5,Very Good,3,G,VS1,4,1624
21264,0.9,Ideal,5,G,SI2,2,3718
21265,1.5,Fair,1,G,VVS2,6,13553
21266,0.5,Good,2,E,SI1,3,1155
21267,1.58,Fair,1,H,SI1,3,7333
21268,0.76,Premium,4,H,SI1,3,1915
21269,0.9,Very Good,3,D,SI2,2,4078
21270,0.55,Ideal,5,D,VS2,5,1928
21271,0.9,Ideal,5,D,SI1,3,4579
21272,0.31,Fair,1,D,VVS2,6,997
21273,0.31,Premium,4,D,VS1,4,1011
21274,0.73,Very Good,3,I,VS2,5,2369
21275,2.06,Premium,4,I,SI1,3,15716
21276,0.31,Ideal,5,D,SI2,2,462
21277,0.5,Very Good,3,E,SI2,2,1235
21278,1.02,Premium,4,F,SI2,2,4318
21279,0.41,Ideal,5,G,VVS1,7,1151
21280,1.04,Very Good,3,F,VS2,5,6405
21281,2.26,Good,2,I,SI2,2,16241
21282,1,Good,2,H,SI1,3,4276
21283,1,Premium,4,F,SI1,3,5152
21284,1.22,Premium,4,E,I1,1,2862
21285,0.38,Very Good,3,D,VVS2,6,1225
21286,1.01,Very Good,3,G,SI1,3,4064
21287,1.04,Good,2,F,SI1,3,4828
21288,0.7,Ideal,5,G,VS1,4,3017
21289,0.78,Ideal,5,F,VS1,4,3537
21290,0.3,Premium,4,G,VS2,5,630
21291,1.03,Premium,4,G,VS1,4,6749
21292,1.57,Premium,4,E,VS1,4,17175
21293,0.33,Premium,4,E,SI1,3,743
21294,0.71,Very Good,3,J,SI1,3,1861
21295,0.7,Ideal,5,F,VS2,5,2671
21296,0.4,Ideal,5,G,SI1,3,900
21297,0.35,Premium,4,H,VVS2,6,906
21298,0.37,Ideal,5,F,VVS1,7,1342
21299,0.3,Ideal,5,D,SI1,3,709
21300,1.35,Ideal,5,G,VS1,4,10378
21301,2,Premium,4,D,SI2,2,14406
21302,0.41,Premium,4,E,SI1,3,969
21303,1.01,Very Good,3,J,VS2,5,3620
21304,0.5,Ideal,5,D,VVS2,6,2272
21305,1.7,Very Good,3,I,VS1,4,12311
21306,0.71,Very Good,3,G,VS2,5,2690
21307,0.32,Premium,4,G,VS1,4,828
21308,1.52,Good,2,F,VS2,5,11696
21309,0.4,Premium,4,H,VS1,4,793
21310,2.03,Premium,4,I,SI2,2,13182
21311,0.51,Premium,4,G,VVS2,6,1974
21312,1.24,Good,2,G,VS1,4,9405
21313,2.19,Very Good,3,I,SI1,3,16397
21314,0.3,Ideal,5,G,IF,8,826
21315,2.32,Premium,4,I,SI1,3,18026
21316,1.7,Premium,4,I,VS2,5,11781
21317,1.13,Premium,4,I,SI2,2,3987
21318,0.23,Very Good,3,D,VS1,4,611
21319,0.75,Very Good,3,G,VS2,5,2808
21320,0.4,Ideal,5,D,VS1,4,1072
21321,1.18,Very Good,3,E,I1,1,3278
21322,2.07,Premium,4,I,VS2,5,18193
21323,1.01,Very Good,3,F,SI2,2,4187
21324,0.81,Very Good,3,D,SI1,3,3462
21325,1.02,Good,2,D,SI2,2,3839
21326,1.5,Very Good,3,F,SI1,3,10479
21327,0.46,Very Good,3,E,VS2,5,1081
21328,0.31,Ideal,5,E,VS2,5,680
21329,1.03,Ideal,5,G,VVS1,7,7708
21330,0.3,Ideal,5,G,VS1,4,605
21331,0.27,Ideal,5,G,VS1,4,490
21332,2.01,Premium,4,H,VS2,5,15908
21333,0.5,Ideal,5,D,SI1,3,1654
21334,2.11,Premium,4,G,SI1,3,17816
21335,0.86,Ideal,5,I,VVS2,6,3544
21336,0.41,Very Good,3,D,VS2,5,889
21337,0.31,Premium,4,D,VS2,5,942
21338,0.9,Premium,4,H,VS2,5,4155
21339,0.25,Very Good,3,E,VVS2,6,575
21340,0.76,Ideal,5,F,VS1,4,3820
21341,1,Fair,1,G,SI1,3,4163
21342,0.92,Ideal,5,D,SI2,2,5051
21343,1.05,Ideal,5,F,VS2,5,7697
21344,1.53,Ideal,5,G,SI2,2,9596
21345,1.56,Good,2,I,VS2,5,9784
21346,0.57,Ideal,5,E,SI1,3,1613
21347,1.51,Premium,4,F,VS2,5,14165
21348,1.5,Very Good,3,I,VS2,5,8662
21349,0.55,Ideal,5,G,SI1,3,1417
21350,0.47,Ideal,5,D,VS1,4,2086
21351,0.56,Ideal,5,G,VS1,4,1915
21352,1.02,Premium,4,F,SI1,3,4678
21353,1.58,Premium,4,H,SI2,2,8777
21354,0.38,Premium,4,E,VVS1,7,1047
21355,1.28,Premium,4,H,SI2,2,5949
21356,1.07,Ideal,5,H,SI2,2,4442
21357,0.3,Ideal,5,G,VVS1,7,764
21358,1.29,Ideal,5,G,VS2,5,8582
21359,0.51,Premium,4,G,SI2,2,1026
21360,0.7,Very Good,3,E,SI1,3,2421
21361,1.02,Ideal,5,H,SI2,2,4360
21362,0.7,Very Good,3,D,SI1,3,2862
21363,0.36,Good,2,G,SI1,3,537
21364,0.51,Very Good,3,E,SI2,2,1180
21365,0.82,Ideal,5,D,SI1,3,4135
21366,0.36,Very Good,3,H,IF,8,865
21367,0.54,Premium,4,G,VS2,5,1637
21368,0.32,Ideal,5,F,VVS1,7,854
21369,0.52,Ideal,5,G,VS1,4,1815
21370,0.3,Ideal,5,E,VVS2,6,812
21371,1.03,Very Good,3,F,SI1,3,4282
21372,0.41,Very Good,3,D,VVS2,6,1364
21373,0.7,Ideal,5,E,VS2,5,3504
21374,1.2,Good,2,G,VS2,5,8032
21375,1.73,Very Good,3,G,VVS2,6,18211
21376,0.41,Premium,4,F,VVS2,6,1192
21377,0.66,Good,2,F,VS2,5,2275
21378,0.3,Ideal,5,E,VVS1,7,826
21379,0.64,Fair,1,E,SI1,3,1733
21380,1.36,Ideal,5,H,VS2,5,9279
21381,0.91,Ideal,5,F,SI2,2,3246
21382,0.31,Ideal,5,G,VVS2,6,660
21383,0.58,Ideal,5,F,VS2,5,1798
21384,0.9,Very Good,3,H,SI2,2,3492
21385,0.52,Ideal,5,E,VS2,5,1576
21386,1.3,Ideal,5,H,SI1,3,7054
21387,0.35,Very Good,3,H,VS1,4,603
21388,0.59,Ideal,5,I,SI1,3,1352
21389,0.51,Very Good,3,H,VS2,5,1268
21390,0.7,Good,2,D,VVS1,7,4198
21391,0.43,Ideal,5,G,SI1,3,968
21392,0.9,Good,2,F,SI2,2,3519
21393,1.1,Very Good,3,G,VVS1,7,8020
21394,0.7,Good,2,H,SI1,3,2176
21395,1.01,Fair,1,H,VVS2,6,4355
21396,0.32,Ideal,5,D,VS2,5,713
21397,0.81,Ideal,5,I,SI1,3,3097
21398,1.1,Ideal,5,E,I1,1,3942
21399,0.7,Very Good,3,G,SI1,3,2276
21400,0.9,Very Good,3,D,IF,8,9182
21401,0.4,Good,2,I,VS1,4,737
21402,0.31,Ideal,5,E,VS2,5,872
21403,1.03,Very Good,3,D,SI1,3,5393
21404,0.31,Ideal,5,D,VS2,5,942
21405,0.36,Ideal,5,E,VS2,5,1013
21406,0.57,Ideal,5,F,SI1,3,1571
21407,1.51,Very Good,3,J,VS1,4,8524
21408,1,Premium,4,H,SI2,2,3584
21409,0.72,Very Good,3,F,VS2,5,2784
21410,1,Good,2,H,VS2,5,4722
21411,1.24,Premium,4,G,VS1,4,7800
21412,0.52,Very Good,3,G,VS2,5,1423
21413,1.14,Premium,4,D,SI2,2,4513
21414,0.31,Premium,4,F,VS2,5,802
21415,0.4,Ideal,5,G,VVS2,6,917
21416,1.02,Ideal,5,D,SI2,2,4971
21417,0.71,Ideal,5,G,VS2,5,2443
21418,0.28,Good,2,E,SI1,3,373
21419,0.3,Very Good,3,E,VVS2,6,622
21420,0.7,Fair,1,H,SI1,3,1803
21421,0.3,Very Good,3,G,VVS1,7,789
21422,0.39,Premium,4,F,SI1,3,823
21423,1.21,Ideal,5,H,VS1,4,5902
21424,1.28,Ideal,5,E,VS1,4,12465
21425,0.3,Ideal,5,F,SI1,3,461
21426,0.7,Ideal,5,F,SI1,3,2264
21427,0.5,Very Good,3,F,VS2,5,1333
21428,0.28,Very Good,3,H,VS2,5,429
21429,0.7,Very Good,3,E,VS2,5,2673
21430,0.4,Ideal,5,E,VS2,5,949
21431,1.14,Very Good,3,H,SI1,3,5367
21432,0.27,Ideal,5,G,IF,8,627
21433,1,Ideal,5,F,SI2,2,4197
21434,1.14,Ideal,5,F,VVS1,7,11226
21435,1.05,Very Good,3,F,VS2,5,6808
21436,2.19,Ideal,5,D,SI2,2,18693
21437,1.07,Good,2,F,SI2,2,4232
21438,0.9,Premium,4,G,SI1,3,2830
21439,0.59,Good,2,I,VS2,5,1294
21440,1.07,Premium,4,E,VS1,4,7909
21441,1.2,Ideal,5,H,SI2,2,5712
21442,0.49,Premium,4,G,SI1,3,1026
21443,1.1,Premium,4,G,VS2,5,6653
21444,0.31,Ideal,5,F,VVS1,7,985
21445,0.72,Good,2,F,SI2,2,1609
21446,0.77,Ideal,5,G,SI2,2,2162
21447,0.83,Ideal,5,H,VS2,5,3171
21448,0.27,Very Good,3,E,VVS2,6,622
21449,0.52,Ideal,5,E,VVS2,6,2371
21450,0.42,Ideal,5,F,VVS2,6,1221
21451,1.06,Ideal,5,D,SI1,3,5946
21452,0.31,Ideal,5,G,VVS2,6,707
21453,0.43,Premium,4,G,VS1,4,1008
21454,0.7,Ideal,5,G,VS2,5,2593
21455,0.9,Very Good,3,E,SI2,2,3239
21456,0.28,Very Good,3,E,VS1,4,487
21457,0.9,Very Good,3,F,VS2,5,4678
21458,0.8,Ideal,5,G,SI2,2,2749
21459,0.32,Ideal,5,E,VS1,4,758
21460,0.3,Premium,4,D,VS2,5,710
21461,0.9,Very Good,3,F,SI1,3,4054
21462,1.01,Ideal,5,D,SI2,2,5051
21463,0.51,Ideal,5,G,VS1,4,1781
21464,1.2,Very Good,3,E,SI2,2,5645
21465,1.3,Premium,4,H,SI2,2,6406
21466,2.14,Premium,4,E,SI2,2,18291
21467,0.5,Very Good,3,E,SI1,3,1351
21468,1.09,Very Good,3,F,VVS1,7,10463
21469,1.2,Premium,4,G,VS1,4,8056
21470,0.36,Very Good,3,H,VS2,5,568
21471,1.01,Very Good,3,F,SI1,3,4869
21472,1.19,Ideal,5,D,SI1,3,6857
21473,0.32,Premium,4,G,VS2,5,561
21474,0.7,Ideal,5,I,VVS2,6,2353
21475,1.5,Very Good,3,D,SI2,2,8518
21476,0.41,Ideal,5,I,SI1,3,561
21477,1.5,Premium,4,H,SI2,2,7187
21478,0.55,Ideal,5,F,VS2,5,1580
21479,0.45,Premium,4,F,SI2,2,996
21480,0.7,Premium,4,H,VS1,4,2636
21481,0.43,Premium,4,G,VVS2,6,1129
21482,1.51,Very Good,3,F,SI1,3,11560
21483,0.46,Ideal,5,E,VVS1,7,1955
21484,1.52,Premium,4,G,VS2,5,12958
21485,0.52,Ideal,5,E,VS2,5,1815
21486,0.51,Ideal,5,D,VS2,5,1787
21487,0.54,Ideal,5,G,VS2,5,1644
21488,0.91,Ideal,5,E,SI1,3,4623
21489,0.57,Ideal,5,I,SI1,3,1113
21490,1.57,Ideal,5,J,SI1,3,8221
21491,0.8,Ideal,5,G,SI2,2,2856
21492,0.24,Premium,4,E,VVS1,7,710
21493,0.33,Premium,4,G,VVS2,6,722
21494,0.7,Fair,1,F,SI2,2,1990
21495,0.9,Premium,4,G,SI2,2,3478
21496,1.72,Fair,1,J,I1,1,5240
21497,2,Very Good,3,H,SI1,3,15984
21498,0.31,Very Good,3,F,VS2,5,802
21499,0.3,Ideal,5,J,VS1,4,394
21500,0.9,Premium,4,F,SI2,2,3704
21501,0.3,Good,2,H,SI1,3,432
21502,0.72,Ideal,5,G,VS2,5,2960
21503,0.27,Very Good,3,E,VVS1,7,544
21504,0.7,Good,2,G,SI1,3,2155
21505,1.01,Good,2,E,VS2,5,6517
21506,0.4,Very Good,3,F,VVS2,6,982
21507,0.41,Ideal,5,F,VVS1,7,1356
21508,0.54,Ideal,5,G,SI2,2,1133
21509,1.01,Premium,4,F,VS2,5,6923
21510,1.61,Good,2,E,SI2,2,10793
21511,0.56,Ideal,5,G,VS1,4,1819
21512,0.71,Very Good,3,E,VS2,5,2921
21513,1.53,Very Good,3,H,SI2,2,6597
21514,1.51,Ideal,5,G,VVS2,6,15303
21515,1.11,Ideal,5,H,SI1,3,5315
21516,0.3,Ideal,5,H,VVS2,6,590
21517,0.4,Ideal,5,E,VVS2,6,988
21518,1,Very Good,3,E,SI2,2,4004
21519,0.53,Premium,4,D,VS1,4,2321
21520,1.01,Ideal,5,F,VS1,4,7122
21521,1.12,Ideal,5,G,SI2,2,4222
21522,1.59,Very Good,3,J,VS2,5,8526
21523,0.7,Ideal,5,G,VVS1,7,3763
21524,1.35,Ideal,5,G,VS1,4,10193
21525,1.11,Premium,4,G,SI2,2,4882
21526,0.52,Premium,4,E,SI1,3,1387
21527,0.42,Ideal,5,I,VVS1,7,884
21528,0.63,Ideal,5,E,VS2,5,2513
21529,0.3,Very Good,3,E,VVS2,6,789
21530,0.7,Ideal,5,F,SI2,2,2398
21531,1.01,Ideal,5,H,VS1,4,5777
21532,0.5,Ideal,5,I,SI1,3,982
21533,1.12,Premium,4,G,VS1,4,7338
21534,0.3,Very Good,3,J,VS1,4,394
21535,0.41,Ideal,5,E,VVS2,6,1243
21536,0.91,Good,2,F,SI1,3,3363
21537,1.51,Ideal,5,G,VS2,5,12947
21538,0.45,Fair,1,F,VS2,5,1037
21539,0.35,Ideal,5,F,VS1,4,788
21540,0.72,Very Good,3,F,SI1,3,2333
21541,0.71,Very Good,3,E,VS2,5,2922
21542,0.32,Very Good,3,G,VS1,4,645
21543,1.16,Ideal,5,G,VS2,5,7128
21544,1.53,Premium,4,I,VS1,4,10282
21545,0.32,Premium,4,E,I1,1,444
21546,0.32,Ideal,5,E,VVS2,6,842
21547,0.3,Premium,4,F,SI2,2,506
21548,0.51,Ideal,5,E,VS1,4,1759
21549,0.78,Ideal,5,F,VS2,5,3259
21550,1.5,Very Good,3,D,VS2,5,13629
21551,0.5,Ideal,5,H,VVS1,7,1684
21552,0.91,Premium,4,F,SI1,3,4026
21553,0.39,Ideal,5,G,VS1,4,1008
21554,1.74,Good,2,G,VS1,4,16223
21555,0.74,Good,2,G,SI1,3,1865
21556,1.01,Premium,4,F,VS2,5,6097
21557,1.23,Premium,4,H,SI2,2,5648
21558,0.31,Ideal,5,G,VVS1,7,772
21559,1.16,Premium,4,H,SI1,3,5454
21560,1.04,Ideal,5,F,SI1,3,4770
21561,0.41,Premium,4,G,SI1,3,923
21562,0.33,Ideal,5,G,IF,8,946
21563,0.7,Good,2,D,SI2,2,2388
21564,0.4,Very Good,3,E,SI1,3,737
21565,0.79,Premium,4,E,SI2,2,2868
21566,0.32,Ideal,5,F,SI2,2,561
21567,0.8,Premium,4,G,VS1,4,3514
21568,0.3,Premium,4,D,IF,8,1208
21569,0.51,Very Good,3,F,VS2,5,1774
21570,1.22,Premium,4,G,VS1,4,8739
21571,1,Good,2,H,SI2,2,3640
21572,1.6,Ideal,5,F,VS1,4,18780
21573,0.42,Very Good,3,G,VS2,5,847
21574,1.11,Premium,4,H,SI2,2,4212
21575,1.37,Premium,4,G,SI2,2,6495
21576,2.03,Very Good,3,F,SI2,2,15811
21577,1.12,Very Good,3,G,VVS2,6,8564
21578,1.51,Good,2,I,SI2,2,7815
21579,0.58,Premium,4,G,SI2,2,1307
21580,0.34,Ideal,5,G,VVS2,6,775
21581,1.2,Very Good,3,I,SI1,3,5352
21582,1.73,Ideal,5,I,VS2,5,13465
21583,0.33,Very Good,3,H,VS1,4,540
21584,1.05,Very Good,3,E,SI1,3,5770
21585,1.08,Very Good,3,I,SI1,3,4933
21586,0.31,Ideal,5,I,VVS1,7,557
21587,1.14,Ideal,5,H,VS2,5,6095
21588,1,Premium,4,E,SI2,2,4704
21589,0.33,Ideal,5,I,IF,8,891
21590,0.31,Ideal,5,G,VS2,5,698
21591,0.31,Good,2,E,SI1,3,544
21592,0.31,Ideal,5,D,VS1,4,877
21593,0.34,Premium,4,G,VS2,5,765
21594,2.58,Premium,4,H,SI2,2,16195
21595,0.32,Premium,4,I,VVS2,6,561
21596,0.55,Ideal,5,E,SI1,3,1551
21597,0.3,Ideal,5,I,VS1,4,608
21598,0.3,Ideal,5,H,VVS1,7,665
21599,0.55,Very Good,3,D,SI1,3,1580
21600,1.14,Ideal,5,G,SI1,3,5650
21601,0.36,Ideal,5,E,VS1,4,767
21602,0.44,Very Good,3,I,VS2,5,795
21603,1.5,Premium,4,I,SI1,3,6888
21604,2.01,Fair,1,H,SI2,2,10184
21605,0.9,Good,2,H,SI2,2,3250
21606,0.32,Ideal,5,I,VS1,4,605
21607,1.01,Very Good,3,F,VS2,5,6271
21608,1.53,Premium,4,J,VS1,4,8058
21609,0.31,Ideal,5,E,VVS1,7,853
21610,0.35,Ideal,5,H,IF,8,1017
21611,1.38,Ideal,5,J,SI2,2,5969
21612,1.11,Premium,4,G,SI1,3,5281
21613,0.28,Very Good,3,G,VS2,5,427
21614,1.02,Premium,4,I,SI2,2,3856
21615,0.52,Ideal,5,G,VVS2,6,1932
21616,0.73,Ideal,5,E,VS2,5,3201
21617,0.43,Ideal,5,G,SI1,3,917
21618,0.26,Very Good,3,E,VVS2,6,599
21619,1.07,Very Good,3,I,SI1,3,4451
21620,0.32,Premium,4,J,VS2,5,504
21621,0.33,Very Good,3,G,VS1,4,666
21622,1.51,Ideal,5,G,VS2,5,12551
21623,0.41,Ideal,5,J,VS1,4,830
21624,0.31,Premium,4,D,VS2,5,942
21625,0.42,Ideal,5,G,SI2,2,829
21626,1.01,Ideal,5,E,SI2,2,4666
21627,0.31,Very Good,3,G,VS1,4,625
21628,1.02,Premium,4,F,SI2,2,4459
21629,1.05,Premium,4,G,IF,8,9012
21630,0.3,Ideal,5,E,VS1,4,694
21631,1.2,Ideal,5,H,SI1,3,6569
21632,1.51,Good,2,H,VS1,4,10129
